sample_id,true_behavior,lstm_behavior,behavior_confidence,Inactive_probability,Low_Movement_probability,Normal_Movement_probability,Restless_Movement_probability,Sudden_Movement_probability
2775,Normal_Movement,Normal_Movement,0.6782125,0.00235249,0.008885176,0.6782125,0.08754068,0.22300905
2790,Normal_Movement,Normal_Movement,0.7805176,0.0014818521,0.007419308,0.7805176,0.08875402,0.1218273
2800,Normal_Movement,Normal_Movement,0.8111191,0.001558075,0.009648307,0.8111191,0.08024404,0.097430505
2815,Normal_Movement,Normal_Movement,0.64619356,0.0016834596,0.005193321,0.64619356,0.053826954,0.2931027
2835,Inactive,Inactive,0.5394808,0.5394808,0.39559776,0.06225284,0.0013653096,0.0013032614
2860,Normal_Movement,Normal_Movement,0.9990478,5.5468357e-05,0.00086925714,0.9990478,1.5113285e-05,1.2314675e-05
2875,Normal_Movement,Normal_Movement,0.9992926,4.4936958e-05,0.00063826924,0.9992926,1.3827564e-05,1.0346338e-05
2925,Normal_Movement,Normal_Movement,0.6787586,0.0025885156,0.008610116,0.6787586,0.18532029,0.124722496
2945,Normal_Movement,Normal_Movement,0.9968585,0.00020391704,0.0028527535,0.9968585,3.0311818e-05,5.453375e-05
2975,Normal_Movement,Normal_Movement,0.997843,9.793569e-05,0.0016840736,0.997843,0.0001491168,0.00022591029
3010,Normal_Movement,Normal_Movement,0.998304,9.2279784e-05,0.0015131076,0.998304,3.5664325e-05,5.495934e-05
3020,Normal_Movement,Normal_Movement,0.9981231,0.000101897356,0.0017218213,0.9981231,2.0637584e-05,3.260207e-05
3035,Low_Movement,Normal_Movement,0.81645405,0.0130790705,0.14508358,0.81645405,0.014551049,0.010832279
3050,Low_Movement,Low_Movement,0.5368107,0.28467593,0.5368107,0.17291337,0.0024337117,0.003166265
3065,Low_Movement,Low_Movement,0.46686858,0.35242066,0.46686858,0.17361976,0.0038492712,0.0032417206
3095,Normal_Movement,Normal_Movement,0.9387376,0.0022572584,0.01451405,0.9387376,0.030194128,0.014296951
3120,Normal_Movement,Normal_Movement,0.5078477,0.32539403,0.15092935,0.5078477,0.009986791,0.0058420817
3200,Inactive,Normal_Movement,0.44061893,0.3548712,0.18860304,0.44061893,0.009859852,0.0060470225
3245,Low_Movement,Low_Movement,0.41458523,0.10462376,0.41458523,0.40652835,0.028340429,0.04592227
3265,Low_Movement,Inactive,0.6590619,0.6590619,0.27368438,0.061016425,0.003336891,0.0029004486
3275,Inactive,Normal_Movement,0.7619504,0.104670376,0.12944832,0.7619504,0.0010617697,0.0028692274
3290,Normal_Movement,Normal_Movement,0.45999715,0.4575325,0.079297826,0.45999715,0.0008583938,0.002314124
3335,Normal_Movement,Normal_Movement,0.99507624,0.00015185215,0.0019821022,0.99507624,0.002055414,0.00073432486
3365,Normal_Movement,Normal_Movement,0.997431,0.00010251999,0.0011623065,0.997431,0.0008834687,0.00042075786
3410,Inactive,Inactive,0.80422115,0.80422115,0.13859047,0.05532075,0.0010424407,0.0008253
3415,Inactive,Inactive,0.8931221,0.8931221,0.0628545,0.043181445,0.00047873237,0.00036311068
3420,Inactive,Inactive,0.8331421,0.8331421,0.052608624,0.11285597,0.00072152197,0.0006718144
3440,Inactive,Inactive,0.79598784,0.79598784,0.070162706,0.13215943,0.0009910967,0.00069893146
3455,Inactive,Inactive,0.9406965,0.9406965,0.03250072,0.026476756,0.00017251045,0.000153565
3460,Inactive,Inactive,0.94223815,0.94223815,0.030385686,0.027071325,0.00015593451,0.00014885321
3550,Low_Movement,Low_Movement,0.56927556,0.29911754,0.56927556,0.12824617,0.001543583,0.0018170921
3620,Low_Movement,Normal_Movement,0.67021877,0.026698146,0.29528514,0.67021877,0.0035634825,0.004234537
3650,Normal_Movement,Sudden_Movement,0.55939627,0.0013840345,0.0017995829,0.06943007,0.36799002,0.55939627
3665,Normal_Movement,Normal_Movement,0.48180464,0.0012865491,0.006316632,0.48180464,0.39270204,0.1178901
3680,Normal_Movement,Normal_Movement,0.9973654,0.00021758962,0.0016050765,0.9973654,0.00062752987,0.00018440108
3895,Normal_Movement,Normal_Movement,0.99957305,3.519817e-05,0.00030259165,0.99957305,6.4584194e-05,2.463754e-05
3937,Sudden_Movement,Restless_Movement,0.69870573,0.0014546266,0.002791763,0.099969365,0.69870573,0.19707844
3978,Sudden_Movement,Sudden_Movement,0.7504955,0.006980971,0.004147045,0.08535766,0.15301888,0.7504955
4073,Inactive,Inactive,0.49447802,0.49447802,0.23278688,0.17794117,0.023129297,0.07166467
4083,Normal_Movement,Restless_Movement,0.66744024,0.0034041319,0.004994798,0.23458146,0.66744024,0.089579426
4103,Normal_Movement,Normal_Movement,0.99608094,0.00036862996,0.0008406152,0.99608094,0.0023643703,0.00034543665
4138,Normal_Movement,Normal_Movement,0.5757648,0.0017730566,0.012067842,0.5757648,0.30660605,0.10378829
4260,Normal_Movement,Normal_Movement,0.99628437,0.00040702292,0.002812196,0.99628437,0.00030308045,0.0001933935
4265,Normal_Movement,Normal_Movement,0.9984933,0.00016955179,0.0010546456,0.9984933,0.00016044134,0.0001221252
4310,Normal_Movement,Normal_Movement,0.9986803,0.00015330798,0.00089877273,0.9986803,0.00014224488,0.00012533784
4325,Normal_Movement,Normal_Movement,0.9535281,0.0016534915,0.041408688,0.9535281,0.0018947163,0.0015150409
4330,Normal_Movement,Normal_Movement,0.83049417,0.0031884178,0.1626084,0.83049417,0.0019561595,0.00175293
4365,Normal_Movement,Normal_Movement,0.9385161,0.001530759,0.05509991,0.9385161,0.0026693274,0.0021838439
4375,Normal_Movement,Normal_Movement,0.9670398,0.0007106144,0.028290605,0.9670398,0.0018451771,0.0021137786
4409,Normal_Movement,Normal_Movement,0.84888065,0.0048320503,0.13668671,0.84888065,0.0052946643,0.00430592
4419,Normal_Movement,Normal_Movement,0.98533165,0.00058694737,0.005303131,0.98533165,0.004856695,0.0039215954
4434,Normal_Movement,Normal_Movement,0.9948544,0.00030868553,0.004077387,0.9948544,0.00034735087,0.0004122162
4464,Normal_Movement,Normal_Movement,0.8680479,0.0037276172,0.124075286,0.8680479,0.0022146201,0.0019345633
4479,Normal_Movement,Normal_Movement,0.8442459,0.0031667857,0.14978467,0.8442459,0.0014648025,0.0013378076
4489,Normal_Movement,Normal_Movement,0.7948241,0.0047431435,0.19628742,0.7948241,0.0021987285,0.0019465866
4499,Normal_Movement,Normal_Movement,0.7968578,0.004387485,0.19475493,0.7968578,0.0021377564,0.0018621192
4519,Normal_Movement,Normal_Movement,0.8802399,0.0030182174,0.11358552,0.8802399,0.0016495347,0.0015067733
4539,Low_Movement,Normal_Movement,0.73665994,0.0067698797,0.25063887,0.73665994,0.0030879115,0.0028434051
4544,Low_Movement,Normal_Movement,0.7406829,0.0066387793,0.24649908,0.7406829,0.0032403553,0.0029388862
4559,Normal_Movement,Normal_Movement,0.78328705,0.0047637946,0.20738402,0.78328705,0.0024189097,0.0021462042
4594,Low_Movement,Normal_Movement,0.76010865,0.005461939,0.22926646,0.76010865,0.0027176037,0.0024452964
4629,Normal_Movement,Normal_Movement,0.7528659,0.0058531184,0.23504168,0.7528659,0.0032074961,0.003031789
4664,Normal_Movement,Normal_Movement,0.9361057,0.0017277086,0.060029775,0.9361057,0.0011574525,0.0009793219
4669,Normal_Movement,Normal_Movement,0.9511923,0.0010956777,0.045404993,0.9511923,0.0013371321,0.0009698506
4694,Low_Movement,Normal_Movement,0.7285044,0.017876765,0.17843448,0.7285044,0.04279629,0.032388046
4704,Normal_Movement,Normal_Movement,0.54997027,0.0013164977,0.01114677,0.54997027,0.37053457,0.06703188
4749,Normal_Movement,Normal_Movement,0.99964297,3.1653224e-05,0.00026584865,0.99964297,4.8835926e-05,1.0599258e-05
4784,Normal_Movement,Normal_Movement,0.9996859,2.6723665e-05,0.00023081916,0.9996859,4.4628458e-05,1.2000926e-05
4799,Normal_Movement,Normal_Movement,0.9984237,0.00019233614,0.0011474411,0.9984237,0.00020252765,3.3999466e-05
4814,Normal_Movement,Normal_Movement,0.88120824,0.009979929,0.10271857,0.88120824,0.004139331,0.0019539243
4829,Normal_Movement,Normal_Movement,0.99889743,9.151994e-05,0.00066544657,0.99889743,0.00027959514,6.5993496e-05
4874,Normal_Movement,Normal_Movement,0.9981457,0.00045728867,0.0006921061,0.9981457,0.00047741682,0.00022753453
4889,Normal_Movement,Normal_Movement,0.99864465,0.00032404694,0.0004722282,0.99864465,0.00039037745,0.00016867749
4924,Normal_Movement,Normal_Movement,0.99814343,0.00016722771,0.001604997,0.99814343,5.415742e-05,3.0181487e-05
4929,Normal_Movement,Normal_Movement,0.9978981,0.00017567804,0.0018429917,0.9978981,5.021336e-05,3.2955988e-05
4934,Normal_Movement,Normal_Movement,0.9988637,9.804045e-05,0.00089101377,0.9988637,0.00011314593,3.4073342e-05
4944,Normal_Movement,Normal_Movement,0.99905306,8.823021e-05,0.00065424066,0.99905306,0.0001810061,2.347385e-05
4979,Sudden_Movement,Sudden_Movement,0.8776641,0.0013516836,0.0010251761,0.079960465,0.039998606,0.8776641
4989,Sudden_Movement,Sudden_Movement,0.8380546,0.0031259148,0.0026196197,0.10977151,0.0464284,0.8380546
4999,Sudden_Movement,Sudden_Movement,0.78825086,0.0056814407,0.0049410644,0.14815691,0.052969746,0.78825086
5009,Sudden_Movement,Restless_Movement,0.7659389,0.0025269869,0.00412388,0.07301061,0.7659389,0.15439959
5059,Inactive,Normal_Movement,0.38398618,0.19748493,0.34723058,0.38398618,0.022187782,0.049110472
5079,Low_Movement,Low_Movement,0.5121098,0.23877884,0.5121098,0.22592278,0.008561119,0.014627469
5109,Normal_Movement,Normal_Movement,0.8151764,0.026191961,0.14129096,0.8151764,0.0025029192,0.014837722
5134,Normal_Movement,Normal_Movement,0.9975667,0.00011144526,0.0022627597,0.9975667,2.8641227e-05,3.0450941e-05
5179,Normal_Movement,Normal_Movement,0.5329738,0.042016003,0.41286385,0.5329738,0.0064115454,0.00573474
5184,Normal_Movement,Normal_Movement,0.6762863,0.023084406,0.2933033,0.6762863,0.003280441,0.004045633
5219,Inactive,Normal_Movement,0.5565481,0.2684493,0.14757541,0.5565481,0.01566445,0.011762775
5239,Inactive,Inactive,0.40959895,0.40959895,0.20706007,0.3465831,0.011120154,0.025637662
5249,Normal_Movement,Normal_Movement,0.8819461,0.0060229874,0.10439182,0.8819461,0.0028342416,0.004804835
5294,Normal_Movement,Normal_Movement,0.53585684,0.10414818,0.3262219,0.53585684,0.017539004,0.016234051
5299,Normal_Movement,Normal_Movement,0.91333693,0.01700651,0.06276936,0.91333693,0.0036523633,0.003234824
5314,Normal_Movement,Normal_Movement,0.99614966,0.00019381617,0.00353276,0.99614966,5.840322e-05,6.5399145e-05
5319,Normal_Movement,Normal_Movement,0.99633884,0.00014419676,0.003426937,0.99633884,4.415395e-05,4.5833178e-05
5349,Normal_Movement,Normal_Movement,0.99768865,0.00011841022,0.002111616,0.99768865,4.093311e-05,4.0391307e-05
5399,Normal_Movement,Normal_Movement,0.99511105,0.00017099621,0.004606204,0.99511105,5.5254583e-05,5.647058e-05
5404,Normal_Movement,Normal_Movement,0.9961802,0.00012975623,0.0035911973,0.9961802,5.272408e-05,4.6139383e-05
5424,Inactive,Normal_Movement,0.72599286,0.22474301,0.043831643,0.72599286,0.0030876223,0.002344859
5439,Inactive,Inactive,0.8966326,0.8966326,0.036974523,0.06467214,0.00076524087,0.0009554717
5584,Normal_Movement,Normal_Movement,0.97835016,0.0010839716,0.009417139,0.97835016,0.007117584,0.0040310975
5594,Normal_Movement,Normal_Movement,0.88079226,0.0080657285,0.10840394,0.88079226,0.0010514748,0.001686674
5669,Low_Movement,Normal_Movement,0.85560584,0.03924713,0.06316373,0.85560584,0.015768975,0.02621429
5674,Normal_Movement,Normal_Movement,0.971229,0.004417205,0.020025399,0.971229,0.0020513823,0.0022770462
5739,Inactive,Normal_Movement,0.6458346,0.15286121,0.15690511,0.6458346,0.018175097,0.026223866
5749,Normal_Movement,Normal_Movement,0.93781877,0.011808267,0.03884469,0.93781877,0.0067529995,0.0047752596
5759,Normal_Movement,Normal_Movement,0.9897217,0.0019342075,0.0054708878,0.9897217,0.0024082104,0.00046495366
5764,Normal_Movement,Normal_Movement,0.9937882,0.0011536517,0.0032179148,0.9937882,0.0015865118,0.0002537722
5784,Normal_Movement,Normal_Movement,0.9951757,0.00097358366,0.0033877539,0.9951757,0.00024341089,0.00021950384
5809,Normal_Movement,Normal_Movement,0.99698263,0.00013069865,0.0028066237,0.99698263,3.6022393e-05,4.3970584e-05
5814,Normal_Movement,Normal_Movement,0.99690896,0.0001256855,0.0028762321,0.99690896,4.2493622e-05,4.659807e-05
5819,Normal_Movement,Normal_Movement,0.9956351,0.00025239232,0.0038894073,0.9956351,9.255185e-05,0.00013051528
5844,Inactive,Inactive,0.98303187,0.98303187,0.010982494,0.00595325,1.6920343e-05,1.5593358e-05
5849,Inactive,Inactive,0.98338175,0.98338175,0.010392086,0.00619424,1.6468708e-05,1.5505053e-05
5854,Inactive,Inactive,0.9836284,0.9836284,0.00995544,0.0063848863,1.578343e-05,1.548565e-05
5874,Inactive,Inactive,0.9830808,0.9830808,0.010580198,0.006306551,1.647386e-05,1.593668e-05
5899,Inactive,Inactive,0.9830261,0.9830261,0.010929419,0.006012798,1.6343487e-05,1.53036e-05
6042,Normal_Movement,Normal_Movement,0.9692123,0.0006438634,0.029279402,0.9692123,0.00039490807,0.00046958393
6087,Normal_Movement,Normal_Movement,0.99098915,0.00044473572,0.007707783,0.99098915,0.00049631746,0.0003620386
6097,Normal_Movement,Normal_Movement,0.9538642,0.003936694,0.035163093,0.9538642,0.0046731704,0.0023627712
6122,Normal_Movement,Normal_Movement,0.997572,0.00010354436,0.0022474541,0.997572,2.9676454e-05,4.73425e-05
6137,Restless_Movement,Normal_Movement,0.76136476,0.0009442704,0.005374893,0.76136476,0.040962584,0.19135346
6147,Normal_Movement,Normal_Movement,0.521433,0.0017483905,0.0037659823,0.521433,0.076126926,0.3969256
6237,Normal_Movement,Normal_Movement,0.8922631,0.00091121596,0.0049556177,0.8922631,0.089086905,0.01278315
6247,Normal_Movement,Normal_Movement,0.98989606,0.00026604743,0.001688323,0.98989606,0.00678231,0.0013672065
6252,Restless_Movement,Normal_Movement,0.9952495,0.00022893978,0.001742128,0.9952495,0.0023282454,0.00045111775
6292,Normal_Movement,Normal_Movement,0.98824036,0.0007681951,0.010642478,0.98824036,0.00013284142,0.00021613989
6337,Normal_Movement,Normal_Movement,0.9961558,0.00019401785,0.003542809,0.9961558,4.9282906e-05,5.8121874e-05
