file_path,class_name,label
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_2.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_45.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_29.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Normal\Normal_28.wav,Normal,2
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry_47.wav,Baby_Cry,0
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry_46.wav,Baby_Cry,0
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry_17.wav,Baby_Cry,0
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_41.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_39.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Normal\normal_36.wav,Normal,2
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_26.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Normal\normal_50.wav,Normal,2
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Normal\Normal_30.wav,Normal,2
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_9.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry_24.wav,Baby_Cry,0
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Normal\Normal_22.wav,Normal,2
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_1.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry_29.wav,Baby_Cry,0
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Normal\Normal_20.wav,Normal,2
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry_12.wav,Baby_Cry,0
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Normal\Normal_18.wav,Normal,2
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\noise_43.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_46.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry_6.wav,Baby_Cry,0
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_44.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Normal\Normal_19.wav,Normal,2
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry_32.wav,Baby_Cry,0
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry_27.wav,Baby_Cry,0
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Normal\Normal_31.wav,Normal,2
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Normal\Normal_25.wav,Normal,2
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Normal\Normal_23.wav,Normal,2
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_25.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Normal\normal_33.wav,Normal,2
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry_51.wav,Baby_Cry,0
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Normal\Normal_8.wav,Normal,2
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_11.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Normal\Normal_32.wav,Normal,2
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Normal\Normal_11.wav,Normal,2
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry_14.wav,Baby_Cry,0
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_13.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_28.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_8.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_37.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_5.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry_2.wav,Baby_Cry,0
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Normal\Normal_49.wav,Normal,2
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_4.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_18.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry_38.wav,Baby_Cry,0
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry_33.wav,Baby_Cry,0
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry_10.wav,Baby_Cry,0
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry _1.wav,Baby_Cry,0
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Noise\Noise_42.wav,Noise,1
C:\Users\Admin\Desktop\AST_Audio_Project\audio_dataset\Baby_Cry\Baby_Cry_40.wav,Baby_Cry,0
